Accident_ID,Type,Date,the speed,A. Minor injuries,A. Serious injuries,p. death injuries,A. Medium injuries,lanes of the road,road surface,Vehicle Nationality,category of licenses,road type,the lighting,the weather,Road properties,driver error,Conservative,Vehicle class,accident date,number of vehicles,age of the driver,Driver's gender
2128784,shocked,12/11/2019 16:27,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,Fifth class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,medium ride,12/11/2019 16:27,2,26.0,Male
2128784,shocked,12/11/2019 16:27,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Violations of traffic rules and priorities,Capital Governorate Amman,mini ride on car,12/11/2019 16:27,2,31.0,Male
2128890,shocked,12/11/2019 18:59,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class automatic,asphalt,Night and road with enough light,Clear,flat straight,Violations of traffic rules and priorities,Capital Governorate Amman,mini ride on car,12/11/2019 18:59,2,,in
2128890,shocked,12/11/2019 18:59,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class automatic,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,12/11/2019 18:59,2,119.0,in
2128946,shocked,12/11/2019 21:13,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class automatic,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,12/11/2019 21:13,2,27.0,feminine
2128946,shocked,12/11/2019 21:13,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,Failure to observe the stop sign,Capital Governorate Amman,mini ride on car,12/11/2019 21:13,2,26.0,feminine
2130440,shocked,11/14/2019 1:01:00 AM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,11/14/2019 1:01:00 AM,2,21.0,Male
2130440,shocked,11/14/2019 1:01:00 AM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,11/14/2019 1:01:00 AM,2,40.0,Male
2131173,shocked,11/15/2019 7:22:00 PM,40,0,0,0,0,Two-way separated by a central island,Suffering,Jordan,third class,asphalt,Night and insufficient lighting,rain,flat straight,There is no,Capital Governorate Amman,mini ride on car,11/15/2019 7:22:00 PM,2,57.0,Male
2131173,shocked,11/15/2019 7:22:00 PM,40,0,0,0,0,Two-way separated by a central island,Suffering,Jordan,third class,asphalt,Night and insufficient lighting,rain,flat straight,Reversing the vehicle that leads to an accident,Capital Governorate Amman,mini ride on car,11/15/2019 7:22:00 PM,2,26.0,Male
2131850,shocked,11/17/2019 4:33:00 PM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,11/17/2019 4:33:00 PM,2,42.0,Male
2131850,shocked,11/17/2019 4:33:00 PM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,11/17/2019 4:33:00 PM,2,43.0,Male
2131967,shocked,11/17/2019 3:51:00 PM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,day,Clear,flat straight,Opening the vehicle door from the sides or the back while the vehicle is in motion,Capital Governorate Amman,mini ride on car,11/17/2019 3:51:00 PM,2,50.0,Male
2131967,shocked,11/17/2019 3:51:00 PM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,Fifth class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,medium ride,11/17/2019 3:51:00 PM,2,25.0,Male
2132068,shocked,11/17/2019 6:10:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Sunset,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,11/17/2019 6:10:00 PM,2,,feminine
2132745,shocked,11/19/2019 8:10:00 AM,60,0,0,0,0,Two-way separated by a central island,dry,Saudi,third class automatic,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,11/19/2019 8:10:00 AM,2,26.0,feminine
2132745,shocked,11/19/2019 8:10:00 AM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,Fifth class,asphalt,day,Clear,flat straight,take the wrong lane,Capital Governorate Amman,mini ride on car,11/19/2019 8:10:00 AM,2,60.0,Male
2132902,shocked,11/19/2019 12:47:00 PM,50,2,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,day,Clear,flat straight,Non-compliance by the driver with obligatory signs or road signs,Capital Governorate Amman,mini ride on car,11/19/2019 12:47:00 PM,2,33.0,Male
2132902,shocked,11/19/2019 12:47:00 PM,50,2,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,11/19/2019 12:47:00 PM,2,59.0,Male
2133299,shocked,11/20/2019 9:32:00 AM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,11/20/2019 9:32:00 AM,2,44.0,Male
2133299,shocked,11/20/2019 9:32:00 AM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,Fifth class,asphalt,day,Clear,flat straight,take the wrong lane,Capital Governorate Amman,mini ride on car,11/20/2019 9:32:00 AM,2,48.0,Male
2133679,shocked,11/20/2019 9:28:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,Reversing the vehicle that leads to an accident,Capital Governorate Amman,Shipping,11/20/2019 9:28:00 PM,2,23.0,Male
2133679,shocked,11/20/2019 9:28:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,11/20/2019 9:28:00 PM,2,31.0,Male
2139178,shocked,11/30/2019 7:21:00 AM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver's failure to comply with the mandatory signs,Capital Governorate Amman,mini ride on car,11/30/2019 7:21:00 AM,2,25.0,Male
2139178,shocked,11/30/2019 7:21:00 AM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,11/30/2019 7:21:00 AM,2,25.0,Male
2141462,shocked,2/12/2019 15:09,80,0,0,0,0,Two-way separated by a central island,dry,Jordan,Sixth Class (A + B),asphalt,day,Clear,flat straight,Violations of traffic rules and priorities,Capital Governorate Amman,mini ride on car,2/12/2019 15:09,2,46.0,Male
2141462,shocked,2/12/2019 15:09,80,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,"Failure of the driver to reduce the speed of his vehicle when passing through populated areas or when approaching schools, pedestrian paths, turns or intersections",Capital Governorate Amman,mini ride on car,2/12/2019 15:09,2,23.0,Male
2142592,shocked,5/12/2019 7:58,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,5/12/2019 7:58,2,36.0,Male
2142592,shocked,5/12/2019 7:58,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,Violations of traffic rules and priorities,Capital Governorate Amman,mini ride on car,5/12/2019 7:58,2,35.0,Male
2143039,shocked,5/12/2019 20:08,40,0,0,0,0,Two directions not separated by a central island,Suffering,Jordan,Unidentified/Unidentified Driver,asphalt,Night and road with enough light,Clear,flat straight,Driving a vehicle without taking the necessary traffic safety precautions,Capital Governorate Amman,mini ride on car,5/12/2019 20:08,2,119.0,in
2143039,shocked,5/12/2019 20:08,40,0,0,0,0,Two directions not separated by a central island,Suffering,Jordan,fourth class,asphalt,Night and road with enough light,Clear,flat straight,Driving a vehicle without taking the necessary traffic safety precautions,Capital Governorate Amman,mini ride on car,5/12/2019 20:08,2,23.0,Male
2143107,shocked,5/12/2019 22:44,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class automatic,asphalt,Night and road with enough light,Clear,flat straight,Suddenly changed leak,Capital Governorate Amman,mini ride on car,5/12/2019 22:44,2,,in
2143107,shocked,5/12/2019 22:44,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,5/12/2019 22:44,2,37.0,Male
2143623,shocked,7/12/2019 14:54,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,7/12/2019 14:54,2,34.0,feminine
2143623,shocked,7/12/2019 14:54,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,7/12/2019 14:54,2,,feminine
2144058,shocked,8/12/2019 13:08,30,0,0,0,0,inside garage,Suffering,Jordan,third class,asphalt,day,rain,flat straight,Driving a vehicle without taking traffic safety precautions,Capital Governorate Amman,mini ride on car,8/12/2019 13:08,2,42.0,feminine
2144058,shocked,8/12/2019 13:08,30,0,0,0,0,inside garage,Suffering,Jordan,third class,asphalt,day,rain,flat straight,There is no,Capital Governorate Amman,mini ride on car,8/12/2019 13:08,2,35.0,feminine
2144315,shocked,11/12/2019 8:00,50,0,0,0,0,One-way,Suffering,Jordan,third class automatic,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,11/12/2019 8:00,2,24.0,feminine
2144315,shocked,11/12/2019 8:00,50,0,0,0,0,One-way,Suffering,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,11/12/2019 8:00,2,34.0,Male
2147411,shocked,12/16/2019 10:44:00 AM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,12/16/2019 10:44:00 AM,2,26.0,Male
2147411,shocked,12/16/2019 10:44:00 AM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,12/16/2019 10:44:00 AM,2,22.0,in
2148138,shocked,12/17/2019 6:04:00 PM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,12/17/2019 6:04:00 PM,2,51.0,Male
2148138,shocked,12/17/2019 6:04:00 PM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,Shipping,12/17/2019 6:04:00 PM,2,41.0,Male
2149568,shocked,12/18/2019 5:47:00 PM,60,0,0,0,0,One-way,dry,Jordan,Fifth class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,12/18/2019 5:47:00 PM,2,31.0,Male
2149568,shocked,12/18/2019 5:47:00 PM,60,0,0,0,0,One-way,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,12/18/2019 5:47:00 PM,2,,in
2149716,shocked,12/19/2019 7:40:00 AM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,12/19/2019 7:40:00 AM,2,41.0,feminine
2149716,shocked,12/19/2019 7:40:00 AM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,12/19/2019 7:40:00 AM,2,33.0,Male
2152625,shocked,12/23/2019 11:52:00 AM,40,0,0,0,0,One-way,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,12/23/2019 11:52:00 AM,2,,in
2152625,shocked,12/23/2019 11:52:00 AM,40,0,0,0,0,One-way,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,joint transfer,12/23/2019 11:52:00 AM,2,48.0,Male
2152830,shocked,12/23/2019 6:25:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,12/23/2019 6:25:00 PM,2,,Male
2152830,shocked,12/23/2019 6:25:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,12/23/2019 6:25:00 PM,2,,Male
2153385,shocked,12/24/2019 8:29:00 PM,40,0,0,0,0,One-way,dry,Jordan,fourth class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,12/24/2019 8:29:00 PM,2,47.0,Male
2153385,shocked,12/24/2019 8:29:00 PM,40,0,0,0,0,One-way,dry,Jordan,third class,asphalt,day,Clear,flat straight,Suddenly changed leak,Capital Governorate Amman,mini ride on car,12/24/2019 8:29:00 PM,2,52.0,Male
2153398,shocked,12/24/2019 8:54:00 PM,60,0,0,0,0,One-way,dry,Jordan,third class automatic,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,12/24/2019 8:54:00 PM,2,23.0,Male
2153398,shocked,12/24/2019 8:54:00 PM,60,0,0,0,0,One-way,dry,Jordan,third class automatic,asphalt,Night and road with enough light,Clear,flat straight,Driving a vehicle without taking the necessary traffic safety precautions,Capital Governorate Amman,mini ride on car,12/24/2019 8:54:00 PM,2,39.0,Male
2153419,shocked,12/27/2019 7:16:00 PM,20,0,0,0,0,inside garage,Suffering,Jordan,third class,asphalt,Night and insufficient lighting,Clear,flat straight,There is no,Capital Governorate Amman,joint transfer,12/27/2019 7:16:00 PM,2,22.0,Male
2153419,shocked,12/27/2019 7:16:00 PM,20,0,0,0,0,inside garage,Suffering,Jordan,third class,asphalt,Night and insufficient lighting,Clear,flat straight,Reversing the vehicle that leads to an accident,Capital Governorate Amman,mini ride on car,12/27/2019 7:16:00 PM,2,,in
2153547,shocked,12/25/2019 2:06:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,12/25/2019 2:06:00 PM,2,43.0,Male
2153547,shocked,12/25/2019 2:06:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,Fifth class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,12/25/2019 2:06:00 PM,2,35.0,Male
2154980,shocked,12/28/2019 8:17:00 PM,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,Night and insufficient lighting,Clear,flat straight,Violations of traffic rules and priorities,Capital Governorate Amman,mini ride on car,12/28/2019 8:17:00 PM,4,51.0,Male
2154980,shocked,12/28/2019 8:17:00 PM,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,Night and insufficient lighting,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,12/28/2019 8:17:00 PM,4,119.0,in
2154980,shocked,12/28/2019 8:17:00 PM,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,0,asphalt,Night and insufficient lighting,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,12/28/2019 8:17:00 PM,4,,in
2155263,shocked,12/29/2019 1:22:00 PM,80,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,12/29/2019 1:22:00 PM,2,32.0,Male
2155263,shocked,12/29/2019 1:22:00 PM,80,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,12/29/2019 1:22:00 PM,2,25.0,Male
2157452,shocked,3/1/2020 15:05,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Driving a vehicle without taking the necessary traffic safety precautions,Capital Governorate Amman,mini ride on car,3/1/2020 15:05,1,80.0,Male
2157610,shocked,4/1/2020 0:25,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,Fifth class,asphalt,Night and road with enough light,Clear,flat straight,The driver of the leaking vehicle suddenly changed,Capital Governorate Amman,mini ride on car,4/1/2020 0:25,1,32.0,Male
2158597,shocked,6/1/2020 10:57,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class automatic,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,6/1/2020 10:57,2,28.0,feminine
2158597,shocked,6/1/2020 10:57,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,joint transfer,6/1/2020 10:57,2,39.0,Male
2158908,shocked,7/1/2020 13:00,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class automatic,asphalt,Night and road with enough light,Clear,flat straight,Suddenly changed leak,Capital Governorate Amman,Shipping,7/1/2020 13:00,2,26.0,Male
2158908,shocked,7/1/2020 13:00,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,7/1/2020 13:00,2,42.0,Male
2158937,shocked,6/1/2020 22:55,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class automatic,asphalt,Night and insufficient lighting,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,6/1/2020 22:55,2,26.0,Male
2158937,shocked,6/1/2020 22:55,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,0,asphalt,Night and insufficient lighting,Clear,flat straight,0,Capital Governorate Amman,mini ride on car,6/1/2020 22:55,2,,in
2158937,shocked,6/1/2020 22:55,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Night and insufficient lighting,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,6/1/2020 22:55,2,40.0,feminine
2159121,shocked,7/1/2020 13:13,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver of the leaking vehicle suddenly changed,Capital Governorate Amman,mini ride on car,7/1/2020 13:13,2,57.0,Male
2159121,shocked,7/1/2020 13:13,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,7/1/2020 13:13,2,33.0,feminine
2159339,shocked,7/1/2020 20:02,40,0,0,0,0,Two directions not separated by a central island,Suffering,Jordan,third class,asphalt,Night and road with enough light,rain,flat straight,Failure to observe the stop sign,Capital Governorate Amman,mini ride on car,7/1/2020 20:02,2,61.0,Male
2159339,shocked,7/1/2020 20:02,40,0,0,0,0,Two directions not separated by a central island,Suffering,Jordan,third class,asphalt,Night and road with enough light,rain,flat straight,There is no,Capital Governorate Amman,mini ride on car,7/1/2020 20:02,2,22.0,Male
2160841,shocked,11/1/2020 16:43,60,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class automatic,asphalt,Night and road with enough light,Clear,flat straight,The driver of the leaking vehicle suddenly changed,Capital Governorate Amman,mini ride on car,11/1/2020 16:43,2,120.0,in
2160841,shocked,11/1/2020 16:43,60,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,11/1/2020 16:43,2,31.0,Male
2161488,shocked,1/13/2020 8:22:00 AM,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Driving a vehicle without taking traffic safety precautions,Capital Governorate Amman,Shipping,1/13/2020 8:22:00 AM,2,65.0,Male
2161488,shocked,1/13/2020 8:22:00 AM,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,1/13/2020 8:22:00 AM,2,32.0,feminine
2162951,shocked,1/16/2020 3:24:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,1/16/2020 3:24:00 PM,2,25.0,Male
2162951,shocked,1/16/2020 3:24:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,joint transfer,1/16/2020 3:24:00 PM,2,41.0,Male
2163371,shocked,1/17/2020 7:49:00 PM,40,0,0,0,0,Two-way separated by a central island,Suffering,Jordan,third class,asphalt,day,rain,flat straight,Non-compliance by the driver with obligatory signs or road signs,Capital Governorate Amman,mini ride on car,1/17/2020 7:49:00 PM,2,27.0,Male
2163371,shocked,1/17/2020 7:49:00 PM,40,0,0,0,0,Two-way separated by a central island,Suffering,Jordan,third class,asphalt,day,rain,flat straight,There is no,Capital Governorate Amman,mini ride on car,1/17/2020 7:49:00 PM,2,,Male
2165307,shocked,1/20/2020 12:18:00 AM,40,0,0,0,0,Two-way separated by a central island,Suffering,Jordan,third class automatic,asphalt,Night and road with enough light,rain,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,1/20/2020 12:18:00 AM,2,120.0,in
2165307,shocked,1/20/2020 12:18:00 AM,40,0,0,0,0,Two-way separated by a central island,Suffering,Jordan,third class,asphalt,Night and road with enough light,rain,flat straight,There is no,Capital Governorate Amman,mini ride on car,1/20/2020 12:18:00 AM,2,120.0,in
2166850,shocked,1/23/2020 3:44:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,1/23/2020 3:44:00 PM,2,57.0,Male
2166850,shocked,1/23/2020 3:44:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,1/23/2020 3:44:00 PM,2,43.0,Male
2170193,shocked,1/31/2020 9:40:00 AM,60,0,0,0,0,Two-way separated by a central island,Suffering,Jordan,third class,asphalt,day,rain,flat straight,Suddenly changed leak,Capital Governorate Amman,mini ride on car,1/31/2020 9:40:00 AM,1,42.0,Male
2170811,shocked,1/2/2020 21:54,40,0,0,0,0,One-way,Suffering,Jordan,third class automatic,asphalt,Night and insufficient lighting,rain,flat straight,Suddenly changed leak,Capital Governorate Amman,mini ride on car,1/2/2020 21:54,1,120.0,in
2171331,shocked,2/2/2020 21:43,40,0,0,0,0,One-way,dry,Jordan,third class,asphalt,Night and insufficient lighting,Clear,flat straight,Violations of traffic rules and priorities,Capital Governorate Amman,mini ride on car,2/2/2020 21:43,2,70.0,feminine
2171331,shocked,2/2/2020 21:43,40,0,0,0,0,One-way,dry,Jordan,fourth class,asphalt,Night and insufficient lighting,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,2/2/2020 21:43,2,47.0,Male
2172010,shocked,4/2/2020 15:00,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,4/2/2020 15:00,2,26.0,Male
2172010,shocked,4/2/2020 15:00,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class automatic,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,4/2/2020 15:00,2,,in
2172802,shocked,6/2/2020 12:57,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,Fifth class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,6/2/2020 12:57,2,46.0,Male
2172802,shocked,6/2/2020 12:57,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,6/2/2020 12:57,2,79.0,Male
2172808,shocked,6/2/2020 13:11,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,Fifth class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,6/2/2020 13:11,2,120.0,Male
2172808,shocked,6/2/2020 13:11,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,6/2/2020 13:11,2,23.0,Male
2173261,shocked,7/2/2020 11:43,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,7/2/2020 11:43,2,62.0,Male
2173261,shocked,7/2/2020 11:43,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,Unidentified/Unidentified Driver,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,7/2/2020 11:43,2,40.0,Male
2173549,shocked,8/2/2020 1:23,60,0,0,0,0,Two-way separated by a central island,Suffering,Jordan,third class,asphalt,Night and road with enough light,rain,flat straight,Wrong cornering,Capital Governorate Amman,mini ride on car,8/2/2020 1:23,1,30.0,Male
2173837,shocked,8/2/2020 18:10,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,8/2/2020 18:10,2,28.0,Male
2173837,shocked,8/2/2020 18:10,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,Driving a vehicle without taking the necessary traffic safety precautions,Capital Governorate Amman,mini ride on car,8/2/2020 18:10,2,,in
2174726,shocked,10/2/2020 20:43,50,0,0,0,0,Two-way separated by a central island,Suffering,Jordan,third class,asphalt,Night and road with enough light,rain,flat straight,There is no,Capital Governorate Amman,mini ride on car,10/2/2020 20:43,2,23.0,Male
2174726,shocked,10/2/2020 20:43,50,0,0,0,0,Two-way separated by a central island,Suffering,Jordan,third class,asphalt,Night and road with enough light,rain,flat straight,The driver of the leaking vehicle suddenly changed,Capital Governorate Amman,mini ride on car,10/2/2020 20:43,2,50.0,Male
2176384,shocked,2/14/2020 11:13:00 PM,80,0,0,0,0,One-way,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,2/14/2020 11:13:00 PM,2,29.0,Male
2177258,shocked,2/16/2020 10:11:00 PM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,2/16/2020 10:11:00 PM,2,37.0,Male
2177258,shocked,2/16/2020 10:11:00 PM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,Failure to observe the stop sign,Capital Governorate Amman,joint transfer,2/16/2020 10:11:00 PM,2,32.0,Male
2178201,shocked,2/19/2020 10:12:00 AM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Wrong lane change,Capital Governorate Amman,mini ride on car,2/19/2020 10:12:00 AM,2,44.0,Male
2178201,shocked,2/19/2020 10:12:00 AM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,2/19/2020 10:12:00 AM,2,28.0,feminine
